Round,Allotted Institute,Course,Allotted Quota,Allotted Category,Opening_Rank,Closing_Rank,Allotted_Count
Stray Vacancy,"DR.S.C.GOVT MEDICAL
COLLEGE,,NANDED",MBBS,All India,EWS,19668,19668,1
Stray Vacancy,"DR.S.N. MEDICAL COLLEGE,
JODHPUR",MBBS,All India,Open,10093,10386,3
Stray Vacancy,"Darbhanga Medical College,
Laheriasarai",MBBS,All India,OBC,14889,16710,2
Stray Vacancy,"Darbhanga Medical College,
Laheriasarai",MBBS,All India,Open,14089,14089,1
Stray Vacancy,"Dental Institue, RIMS, Ranchi",BDS,All India,EWS,35170,35170,1
Stray Vacancy,"Dental Institue, RIMS, Ranchi",BDS,All India,OBC,36368,36441,2
Stray Vacancy,"Dental Institue, RIMS, Ranchi",BDS,All India,Open,30877,32319,2
Stray Vacancy,"Dental Institue, RIMS, Ranchi",BDS,All India,SC,138934,138934,1
Stray Vacancy,"Dental Institue, RIMS, Ranchi",BDS,All India,ST,177931,177931,1
Stray Vacancy,"Diamond Harbour Govt Medical
College",MBBS,All India,OBC,19501,19501,1
Stray Vacancy,"Diamond Harbour Govt Medical
College",MBBS,All India,Open,18167,18167,1
Stray Vacancy,"Dr Ram Manohar Lohia Inst. of
Med. Sce., Lucknow",MBBS,All India,OBC,5602,5602,1
Stray Vacancy,"Dr. B.R. Ambedkar State Institute
of Medical Sciences",MBBS,All India,OBC,19459,19459,1
Stray Vacancy,"Dr. B.R. Ambedkar State Institute
of Medical Sciences",MBBS,All India,OBC PwD,778302,778302,1
Stray Vacancy,"Dr. B.R. Ambedkar State Institute
of Medical Sciences",MBBS,All India,Open,11123,11123,1
Stray Vacancy,"Dr. R. N. Cooper General
Hospital, Juhu, Mumbai",MBBS,All India,EWS,13972,13972,1
Stray Vacancy,"Dr. R. N. Cooper General
Hospital, Juhu, Mumbai",MBBS,All India,OBC,17559,17559,1
Stray Vacancy,"Dr. R. N. Cooper General
Hospital, Juhu, Mumbai",MBBS,All India,Open,11302,11302,1
Stray Vacancy,"Dr. R. N. Cooper General
Hospital, Juhu, Mumbai",MBBS,All India,SC,61522,61522,1
Stray Vacancy,"Dr. R. N. Cooper General
Hospital, Juhu, Mumbai",MBBS,All India,ST,119438,119438,1
Stray Vacancy,"Dr. YS Parmar Govt. Medical
College, Nahan",MBBS,All India,EWS,19606,19606,1
Stray Vacancy,"Dr. YS Parmar Govt. Medical
College, Nahan",MBBS,All India,Open,13428,15483,2
Stray Vacancy,"Dr. Ziauddin Ahmed Dental
College and Hospital,ALIGARH",BDS,Open Seat Quota,Open,23933,24257,2
Stray Vacancy,"ESI-MC&PGIMS&R, Banglore",MBBS,All India,Open,14061,14061,1
Stray Vacancy,"ESI-MC&PGIMS&R, Banglore",MBBS,All India,SC,100056,100056,1
Stray Vacancy,"ESI-MC&PGIMS&R, Banglore",MBBS,"Employees State Insurance
Scheme(ESI)",Open,76207,76207,1
